setname	LRT_pvalue	UNI_pvalue
YLR316C	0	0
YLR317W	0	0
YLR324W	0	0
YLR326W	0	0
YLR327C	0	0
YLR328W	0	0
YLR329W	0	0
YLR330W	0	0
YLR333C	0	0
YLR343W	0	0
YLR344W	0	0
YLR345W	0	0
YLR346C	0	0
YLR348C	0	0
YLR350W	0	0
YLR351C	0	0
YLR352W	0	0
YLR354C	0	0
YLR360W	0	0
YLR361C-A	0	0
YLR363C	0	0
YLR364W	0	0
YLR369W	0	0
YLR370C	0	0
YLR371W	0	0
YLR375W	0	0
YLR376C	0	0
YLR382C	0	0
YLR389C	0	0
YLR393W	0	0
YLR394W	0	0
YLR396C	0	0
YLR399C	0	0
YLR403W	0	0
YLR407W	0	0
YLR410W-A	0	0
YLR410W-B	0	0
YLR411W	0	0
YLR412W	0	0
YLR413W	0	0
YLR414C	0	0
YLR418C	0	0
YLR420W	0	0
YLR421C	0	0
YLR426W	0	0
YLR430W	0	0
YLR434C	0	0
YLR437C	0	0
YLR438C-A	0	0
YLR438W	0	0
YLR439W	0	0
YLR440C	0	0
YLR443W	0	0
YLR447C	0	0
YLR449W	0	0
YLR450W	0	0
YLR452C	0	0
YLR453C	0	0
YLR456W	0	0
YLR457C	0	0
YLR463C	0	0
YLR466W	0	0
YML002W	0	0
YML003W	0	0
YML004C	0	0
YML007W	0	0
YML008C	0	0
YML009C	0	0
YML011C	0	0
YML012C-A	0	0
YML013W	0	0
YML014W	0	0
YML016C	0	0
YML018C	0	0
YML019W	0	0
YML020W	0	0
YML021C	0	0
YML023C	0	0
YML024W	0	0
YML025C	0	0
YML026C	0	0
YML027W	0	0
YML032C	0	0
YML045W	0	0
YML053C	0	0
YML054C	0	0
YML055W	0	0
YML056C	0	0
YML057W	0	0
YML064C	0	0
YML068W	0	0
YML069W	0	0
YML070W	0	0
YML071C	0	0
YML075C	0	0
YML076C	0	0
YML078W	0	0
YML079W	0	0
YML082W	0	0
YML085C	0	0
YML086C	0	0
YML087C	0	0
YML096W	0	0
YML098W	0	0
YML101C	0	0
YML106W	0	0
YML108W	0	0
YML110C	0	0
YML112W	0	0
YML115C	0	0
YML116W-A	0	0
YML118W	0	0
YML121W	0	0
YML123C	0	0
YML124C	0	0
YML126C	0	0
YML132W	0	0
YML133C	0	0
YMR002W	0	0
YMR005W	0	0
YMR006C	0	0
YMR007W	0	0
YMR008C	0	0
YMR011W	0	0
YMR018W	0	0
YMR019W	0	0
YMR022W	0	0
YMR029C	0	0
YMR034C	0	0
YMR035W	0	0
YMR036C	0	0
YMR043W	0	0
YMR044W	0	0
YMR045C	0	0
YMR047C	0	0
YMR048W	0	0
YMR050C	0	0
YMR052W	0	0
YMR053C	0	0
YMR054W	0	0
YMR055C	0	0
YMR057C	0	0
YMR059W	0	0
YMR062C	0	0
YMR063W	0	0
YMR068W	0	0
YMR074C	0	0
YMR084W	0	0
YMR085W	0	0
YMR086W	0	0
YMR092C	0	0
YMR109W	0	0
YMR111C	0	0
YMR112C	0	0
YMR113W	0	0
YMR114C	0	0
YMR115W	0	0
YMR117C	0	0
YMR118C	0	0
YMR123W	0	0
YMR124W	0	0
YMR136W	0	0
YMR140W	0	0
YMR147W	0	0
YMR148W	0	0
YMR149W	0	0
YMR150C	0	0
YMR152W	0	0
YMR156C	0	0
YMR157C	0	0
YMR161W	0	0
YMR165C	0	0
YMR166C	0	0
YMR167W	0	0
YMR170C	0	0
YMR171C	0	0
YMR173W	0	0
YMR182C	0	0
YMR185W	0	0
YMR188C	0	0
YMR191W	0	0
YMR194C-A	0	0
YMR197C	0	0
YMR199W	0	0
YMR209C	0	0
YMR223W	0	0
YMR234W	0	0
YMR237W	0	0
YMR241W	0	0
YMR244C-A	0	0
YMR257C	0	0
YMR262W	0	0
YMR263W	0	0
YMR265C	0	0
YMR266W	0	0
YMR267W	0	0
YMR270C	0	0
YMR271C	0	0
YMR275C	0	0
YMR281W	0	0
YMR283C	0	0
YMR289W	0	0
YMR293C	0	0
YMR295C	0	0
YMR296C	0	0
YMR297W	0	0
YMR306W	0	0
YMR307W	0	0
YMR312W	0	0
YMR315W	0	0
YMR316W	0	0
YMR318C	0	0
YMR319C	0	0
YMR320W	0	0
YNL003C	0	0
YNL004W	0	0
YNL005C	0	0
YNL009W	0	0
YNL010W	0	0
YNL015W	0	0
YNL021W	0	0
YNL024C	0	0
YNL025C	0	0
YNL031C	0	0
YNL032W	0	0
YNL037C	0	0
YNL040W	0	0
YNL041C	0	0
YNL044W	0	0
YNL046W	0	0
YNL047C	0	0
YNL048W	0	0
YNL051W	0	0
YNL053W	0	0
YNL054W-B	0	0
YNL055C	0	0
YNL056W	0	0
YNL057W	0	0
YNL058C	0	0
YNL063W	0	0
YNL065W	0	0
YNL066W	0	0
YNL068C	0	0
YNL069C	0	0
YNL070W	0	0
YNL071W	0	0
YNL073W	0	0
YNL074C	0	0
YNL079C	0	0
YNL081C	0	0
YNL083W	0	0
YNL086W	0	0
YNL088W	0	0
YNL090W	0	0
YNL093W	0	0
YNL094W	0	0
YNL095C	0	0
YNL097C	0	0
YNL100W	0	0
YNL104C	0	0
YNL106C	0	0
YNL111C	0	0
YNL113W	0	0
YNL115C	0	0
YNL116W	0	0
YNL122C	0	0
YNL123W	0	0
YNL126W	0	0
YNL128W	0	0
YNL129W	0	0
YNL132W	0	0
YNL133C	0	0
YNL134C	0	0
YNL135C	0	0
YNL137C	0	0
YNL138W-A	0	0
YNL142W	0	0
YNL152W	0	0
YNL160W	0	0
YNL162W	0	0
YNL162W-A	0	0
YNL165W	0	0
YNL166C	0	0
YNL168C	0	0
YNL173C	0	0
YNL177C	0	0
YNL179C	0	0
YNL180C	0	0
YNL190W	0	0
YNL200C	0	0
YNL202W	0	0
YNL203C	0	0
YNL204C	0	0
YNL205C	0	0
YNL208W	0	0
YNL211C	0	0
YNL215W	0	0
YNL216W	0	0
YNL217W	0	0
YNL220W	0	0
YNL222W	0	0
YNL227C	0	0
YNL237W	0	0
YNL238W	0	0
YNL240C	0	0
YNL241C	0	0
YNL242W	0	0
YNL245C	0	0
YNL246W	0	0
YNL249C	0	0
YNL250W	0	0
YNL261W	0	0
YNL265C	0	0
YNL279W	0	0
YNL282W	0	0
YNL284C-B	0	0
YNL286W	0	0
YNL301C	0	0
YNL306W	0	0
YNL310C	0	0
YNL311C	0	0
YNL313C	0	0
YNL314W	0	0
YNL315C	0	0
YNL316C	0	0
YNL317W	0	0
YNL321W	0	0
YNL322C	0	0
YNL323W	0	0
YNL326C	0	0
YNL327W	0	0
YNL329C	0	0
YNL331C	0	0
YNL333W	0	0
YNL336W	0	0
YNR006W	0	0
YNR013C	0	0
YNR015W	0	0
YNR017W	0	0
YNR018W	0	0
YNR020C	0	0
YNR021W	0	0
YNR024W	0	0
YNR029C	0	0
YNR034W	0	0
YNR036C	0	0
YNR037C	0	0
YNR046W	0	0
YNR073C	0	0
YOL008W	0	0
YOL009C	0	0
YOL011W	0	0
YOL013C	0	0
YOL013W-A	0	0
YOL014W	0	0
YOL018C	0	0
YOL020W	0	0
YOL021C	0	0
YOL026C	0	0
YOL029C	0	0
YOL033W	0	0
YOL043C	0	0
YOL047C	0	0
YOL049W	0	0
YOL051W	0	0
YOL052C-A	0	0
YOL055C	0	0
YOL063C	0	0
YOL065C	0	0
YOL066C	0	0
YOL072W	0	0
YOL073C	0	0
YOL076W	0	0
YOL077W-A	0	0
YOL082W	0	0
YOL083W	0	0
YOL084W	0	0
YOL086C	0	0
YOL086W-A	0	0
YOL087C	0	0
YOL088C	0	0
YOL089C	0	0
YOL091W	0	0
YOL092W	0	0
YOL093W	0	0
YOL094C	0	0
YOL095C	0	0
YOL096C	0	0
YOL097W-A	0	0
YOL101C	0	0
YOL103W	0	0
YOL103W-B	0	0
YOL109W	0	0
YOL110W	0	0
YOL112W	0	0
YOL113W	0	0
YOL114C	0	0
YOL119C	0	0
YOL121C	0	0
YOL122C	0	0
YOL126C	0	0
YOL133W	0	0
YOL136C	0	0
YOL137W	0	0
YOL143C	0	0
YOL146W	0	0
YOL148C	0	0
YOL149W	0	0
YOL151W	0	0
YOL154W	0	0
YOL155C	0	0
YOR003W	0	0
YOR009W	0	0
YOR011W	0	0
YOR012W	0	0
YOR013W	0	0
YOR014W	0	0
YOR015W	0	0
YOR016C	0	0
YOR019W	0	0
YOR020W-A	0	0
YOR022C	0	0
YOR026W	0	0
YOR027W	0	0
YOR032C	0	0
YOR033C	0	0
YOR034C	0	0
YOR038C	0	0
YOR042W	0	0
YOR043W	0	0
YOR045W	0	0
YOR047C	0	0
YOR048C	0	0
YOR051C	0	0
YOR053W	0	0
YOR062C	0	0
YOR067C	0	0
YOR071C	0	0
YOR077W	0	0
YOR079C	0	0
YOR080W	0	0
YOR081C	0	0
YOR090C	0	0
YOR092W	0	0
YOR093C	0	0
YOR094W	0	0
YOR100C	0	0
YOR101W	0	0
YOR104W	0	0
YOR105W	0	0
YOR106W	0	0
YOR107W	0	0
YOR108W	0	0
YOR112W	0	0
YOR113W	0	0
YOR114W	0	0
YOR115C	0	0
YOR118W	0	0
YOR125C	0	0
YOR131C	0	0
YOR133W	0	0
YOR136W	0	0
YOR137C	0	0
YOR138C	0	0
YOR142W	0	0
YOR142W-B	0	0
YOR144C	0	0
YOR145C	0	0
YOR148C	0	0
YOR155C	0	0
YOR156C	0	0
YOR157C	0	0
YOR160W	0	0
YOR161C	0	0
YOR164C	0	0
YOR165W	0	0
YOR172W	0	0
YOR174W	0	0
YOR177C	0	0
YOR180C	0	0
YOR184W	0	0
YOR185C	0	0
YOR190W	0	0
YOR192C	0	0
YOR192C-B	0	0
YOR192C-C	0	0
YOR193W	0	0
YOR194C	0	0
YOR198C	0	0
YOR201C	0	0
YOR202W	0	0
YOR213C	0	0
YOR216C	0	0
YOR221C	0	0
YOR222W	0	0
YOR228C	0	0
YOR236W	0	0
YOR237W	0	0
YOR238W	0	0
YOR248W	0	0
YOR251C	0	0
YOR264W	0	0
YOR265W	0	0
YOR266W	0	0
YOR273C	0	0
YOR274W	0	0
YOR283W	0	0
YOR285W	0	0
YOR297C	0	0
YOR304C-A	0	0
YOR305W	0	0
YOR316C-A	0	0
YOR321W	0	0
YOR324C	0	0
YOR334W	0	0
YOR342C	0	0
YOR343C	0	0
YOR343W-B	0	0
YOR346W	0	0
YOR352W	0	0
YOR366W	0	0
YOR378W	0	0
YOR388C	0	0
YOR389W	0	0
YOR390W	0	0
YOR391C	0	0
YPL001W	0	0
YPL002C	0	0
YPL005W	0	0
YPL011C	0	0
YPL013C	0	0
YPL015C	0	0
YPL016W	0	0
YPL017C	0	0
YPL019C	0	0
YPL020C	0	0
YPL024W	0	0
YPL026C	0	0
YPL028W	0	0
YPL032C	0	0
YPL034W	0	0
YPL036W	0	0
YPL038W	0	0
YPL040C	0	0
YPL041C	0	0
YPL046C	0	0
YPL048W	0	0
YPL053C	0	0
YPL054W	0	0
YPL055C	0	0
YPL056C	0	0
YPL057C	0	0
YPL060W	0	0
YPL064C	0	0
YPL065W	0	0
YPL066W	0	0
YPL067C	0	0
YPL071C	0	0
YPL072W	0	0
YPL083C	0	0
YPL086C	0	0
YPL088W	0	0
YPL090C	0	0
YPL091W	0	0
YPL092W	0	0
YPL094C	0	0
YPL106C	0	0
YPL109C	0	0
YPL111W	0	0
YPL113C	0	0
YPL129W	0	0
YPL133C	0	0
YPL134C	0	0
YPL140C	0	0
YPL144W	0	0
YPL147W	0	0
YPL148C	0	0
YPL154C	0	0
YPL164C	0	0
YPL167C	0	0
YPL170W	0	0
YPL174C	0	0
YPL178W	0	0
YPL184C	0	0
YPL188W	0	0
YPL189W	0	0
YPL191C	0	0
YPL201C	0	0
YPL206C	0	0
YPL220W	0	0
YPL223C	0	0
YPL227C	0	0
YPL233W	0	0
YPL239W	0	0
YPL240C	0	0
YPL245W	0	0
YPL248C	0	0
YPL250C	0	0
YPL250W-A	0	0
YPL252C	0	0
YPL254W	0	0
YPL255W	0	0
YPL256C	0	0
YPL257W	0	0
YPL263C	0	0
YPL264C	0	0
YPL267W	0	0
YPL273W	0	0
YPL274W	0	0
YPL275W	0	0
YPR006C	0	0
YPR007C	0	0
YPR008W	0	0
YPR009W	0	0
YPR015C	0	0
YPR021C	0	0
YPR022C	0	0
YPR023C	0	0
YPR028W	0	0
YPR047W	0	0
YPR049C	0	0
YPR051W	0	0
YPR062W	0	0
YPR069C	0	0
YPR071W	0	0
YPR077C	0	0
YPR085C	0	0
YPR106W	0	0
YPR108W	0	0
YPR110C	0	0
YPR114W	0	0
YPR121W	0	0
YPR123C	0	0
YPR124W	0	0
YPR129W	0	0
YPR137C-A	0	0
YPR137C-B	0	0
YPR138C	0	0
YPR139C	0	0
YPR152C	0	0
YPR156C	0	0
YPR158C-D	0	0
YPR158W-B	0	0
YPR162C	0	0
YPR167C	0	0
YPR180W	0	0
YPR192W	0	0
YPR193C	0	0
YPR194C	0	0
YPR196W	0	0
YBR055C	0	0.0001
YBR211C	0	0.0001
YCR024C-A	0	0.0001
YDR179C	0	0.0001
YER066W	0	0.0001
YFR046C	0	0.0001
YGL048C	0	0.0001
YGR027W-A	0	0.0001
YGR247W	0	0.0001
YIL149C	0	0.0001
YIL151C	0	0.0001
YJL087C	0	0.0001
YJR034W	0	0.0001
YKL098W	0	0.0001
YKL121W	0	0.0001
YKL219W	0	0.0001
YLR287C-A	0	0.0001
YMR024W	0	0.0001
YNL130C	0	0.0001
YNL320W	0	0.0001
YPL087W	0	0.0001
YPR074C	0	0.0001
YEL031W	0	0.0002
YKR096W	0	0.0002
YCL041C	0	0.0003
YKL044W	0	0.0005
YNL138W	0	0.0007
YPR200C	0	0
YDR214W	0.0001	0
YDR432W	0.0001	0
YEL029C	0.0001	0
YGL143C	0.0001	0
YGL180W	0.0001	0
YGR097W	0.0001	0
YGR154C	0.0001	0
YHL013C	0.0001	0
YIL069C	0.0001	0
YJL134W	0.0001	0
YLR099C	0.0001	0
YML113W	0.0001	0
YNL262W	0.0001	0
YOL032W	0.0001	0
YOL140W	0.0001	0
YOR023C	0.0001	0
YPL010W	0.0001	0
YAR035W	0.0001	0.0001
YBL029W	0.0001	0.0001
YBR043C	0.0001	0.0001
YBR187W	0.0001	0.0001
YBR205W	0.0001	0.0001
YBR288C	0.0001	0.0001
YCL038C	0.0001	0.0001
YCR025C	0.0001	0.0001
YCR093W	0.0001	0.0001
YCR101C	0.0001	0.0001
YDL081C	0.0001	0.0001
YDL154W	0.0001	0.0001
YDL175C	0.0001	0.0001
YDL181W	0.0001	0.0001
YDL218W	0.0001	0.0001
YDL230W	0.0001	0.0001
YDL238C	0.0001	0.0001
YDR059C	0.0001	0.0001
YDR331W	0.0001	0.0001
YDR447C	0.0001	0.0001
YDR503C	0.0001	0.0001
YDR524C-B	0.0001	0.0001
YER053C	0.0001	0.0001
YER182W	0.0001	0.0001
YFL034W	0.0001	0.0001
YGL094C	0.0001	0.0001
YGL110C	0.0001	0.0001
YGL146C	0.0001	0.0001
YGL154C	0.0001	0.0001
YHL038C	0.0001	0.0001
YHR050W	0.0001	0.0001
YIL024C	0.0001	0.0001
YJR030C	0.0001	0.0001
YJR106W	0.0001	0.0001
YKL101W	0.0001	0.0001
YKL135C	0.0001	0.0001
YKL163W	0.0001	0.0001
YKR027W	0.0001	0.0001
YKR074W	0.0001	0.0001
YKR086W	0.0001	0.0001
YKR092C	0.0001	0.0001
YLR030W	0.0001	0.0001
YLR071C	0.0001	0.0001
YLR187W	0.0001	0.0001
YLR233C	0.0001	0.0001
YML030W	0.0001	0.0001
YML120C	0.0001	0.0001
YMR134W	0.0001	0.0001
YMR163C	0.0001	0.0001
YMR208W	0.0001	0.0001
YMR246W	0.0001	0.0001
YMR279C	0.0001	0.0001
YMR308C	0.0001	0.0001
YNL024C-A	0.0001	0.0001
YNL043C	0.0001	0.0001
YNL078W	0.0001	0.0001
YNL119W	0.0001	0.0001
YNL154C	0.0001	0.0001
YNL163C	0.0001	0.0001
YNL181W	0.0001	0.0001
YNL253W	0.0001	0.0001
YOL144W	0.0001	0.0001
YOR140W	0.0001	0.0001
YOR197W	0.0001	0.0001
YPL125W	0.0001	0.0001
YAR042W	0.0001	0.0002
YBR246W	0.0001	0.0002
YDL021W	0.0001	0.0002
YDR480W	0.0001	0.0002
YGR244C	0.0001	0.0002
YIL119C	0.0001	0.0002
YJR119C	0.0001	0.0002
YKL197C	0.0001	0.0002
YLR024C	0.0001	0.0002
YML092C	0.0001	0.0002
YNL283C	0.0001	0.0002
YNR004W	0.0001	0.0002
YOL138C	0.0001	0.0002
YPL139C	0.0001	0.0002
YLR395C	0.0001	0.0003
YLR459W	0.0001	0.0003
YNL061W	0.0001	0.0003
YCR075W-A	0.0002	0
YJR135C	0.0002	0
YNL149C	0.0002	0
YOL123W	0.0002	0
YBR008C	0.0002	0.0001
YDR516C	0.0002	0.0001
YGL103W	0.0002	0.0001
YKL043W	0.0002	0.0001
YML052W	0.0002	0.0001
YNL194C	0.0002	0.0001
YNL268W	0.0002	0.0001
YPL258C	0.0002	0.0001
YPL208W	0.0001	0.0002
YAL002W	0.0002	0.0002
YAL020C	0.0002	0.0002
YAR003W	0.0002	0.0002
YBL091C-A	0.0002	0.0002
YBR117C	0.0002	0.0002
YDR158W	0.0002	0.0002
YDR181C	0.0002	0.0002
YDR223W	0.0002	0.0002
YER114C	0.0002	0.0002
YGL064C	0.0002	0.0002
YGL065C	0.0002	0.0002
YGR194C	0.0002	0.0002
YGR209C	0.0002	0.0002
YGR210C	0.0002	0.0002
YHR151C	0.0002	0.0002
YIR007W	0.0002	0.0002
YJR155W	0.0002	0.0002
YKL015W	0.0002	0.0002
YKL046C	0.0002	0.0002
YKL150W	0.0002	0.0002
YLR117C	0.0002	0.0002
YLR285W	0.0002	0.0002
YMR020W	0.0002	0.0002
YNL289W	0.0002	0.0002
YPL146C	0.0002	0.0002
YPL179W	0.0002	0.0002
YGL014W	0.0002	0.0003
YGL071W	0.0002	0.0003
YGL176C	0.0002	0.0003
YGL191W	0.0002	0.0003
YGR012W	0.0002	0.0003
YHL028W	0.0002	0.0003
YJL152W	0.0002	0.0003
YMR001C	0.0002	0.0003
YNL098C	0.0002	0.0003
YOL017W	0.0002	0.0003
YPR003C	0.0002	0.0003
YPR073C	0.0002	0.0003
YPR105C	0.0002	0.0003
YDL115C	0.0002	0.0004
YGR094W	0.0002	0.0004
YLL054C	0.0002	0.0004
YLR039C	0.0002	0.0004
YLR427W	0.0002	0.0004
YLR433C	0.0002	0.0004
YMR284W	0.0002	0.0004
YPR094W	0.0002	0.0004
YPL166W	0.0002	0.0007
YGL009C	0.0003	0.0001
YJL165C	0.0003	0.0001
YOL064C	0.0003	0.0001
YPR157W	0.0002	0.0002
YBR046C	0.0003	0.0002
YDR351W	0.0003	0.0002
YGL172W	0.0003	0.0002
YIL142W	0.0003	0.0002
YJL047C	0.0003	0.0002
YNR028W	0.0003	0.0002
YOR017W	0.0003	0.0002
YPL050C	0.0003	0.0002
YBR096W	0.0003	0.0003
YER101C	0.0003	0.0003
YGL184C	0.0003	0.0003
YKL108W	0.0003	0.0003
YLR398C	0.0003	0.0003
YMR058W	0.0003	0.0003
YMR189W	0.0003	0.0003
YNL328C	0.0003	0.0003
YOR040W	0.0003	0.0003
YPL037C	0.0003	0.0003
YPL047W	0.0003	0.0003
YDL015C	0.0003	0.0004
YDL128W	0.0003	0.0004
YDR051C	0.0003	0.0004
YFR051C	0.0003	0.0004
YKR037C	0.0003	0.0004
YAL044C	0.0003	0.0005
YDR513W	0.0003	0.0005
YLL041C	0.0003	0.0005
YBL098W	0.0003	0.0006
YBR104W	0.0003	0.0006
YDL117W	0.0003	0.0006
YDL243C	0.0003	0.0006
YGL210W	0.0003	0.0006
YJR133W	0.0003	0.0007
YNL108C	0.0003	0.0007
YDR248C	0.0004	0
YHR071C-A	0.0004	0
YPL058C	0.0004	0.0001
YGL188C-A	0.0004	0.0002
YJR086W	0.0004	0.0002
YOR037W	0.0004	0.0002
YOR147W	0.0004	0.0002
YGR149W	0.0004	0.0003
YMR009W	0.0004	0.0003
YBL047C	0.0004	0.0004
YCR067C	0.0004	0.0004
YDR001C	0.0004	0.0004
YDR036C	0.0004	0.0004
YFR019W	0.0004	0.0004
YGR024C	0.0004	0.0004
YGR195W	0.0004	0.0004
YHL034C	0.0004	0.0004
YNL159C	0.0004	0.0004
YOL135C	0.0004	0.0004
YOR099W	0.0004	0.0004
YOR327C	0.0004	0.0004
YPL236C	0.0004	0.0004
YBR286W	0.0004	0.0005
YDR216W	0.0004	0.0005
YOR007C	0.0004	0.0005
YOR020C	0.0004	0.0005
YFR027W	0.0004	0.0006
YKR080W	0.0004	0.0006
YLR347C	0.0004	0.0006
YML094W	0.0004	0.0006
YNL023C	0.0004	0.0006
YOR182C	0.0004	0.0006
YPR046W	0.0003	0.0007
YGL039W	0.0004	0.0007
YLR229C	0.0004	0.0007
YLR455W	0.0004	0.0007
YOR223W	0.0004	0.0007
YMR204C	0.0004	0.0008
YNL110C	0.0004	0.0011
YML111W	0.0005	0.0002
YNR027W	0.0005	0.0002
YDR065W	0.0005	0.0003
YDR208W	0.0005	0.0003
YEL065W	0.0005	0.0003
YJR120W	0.0005	0.0003
YLR095C	0.0005	0.0003
YBL053W	0.0005	0.0004
YGR196C	0.0005	0.0004
YNL067W	0.0005	0.0004
YPL003W	0.0005	0.0004
YPR134W	0.0005	0.0004
YGL054C	0.0005	0.0005
YGR156W	0.0005	0.0005
YML009W-B	0.0005	0.0005
YMR135C	0.0005	0.0005
YDR128W	0.0005	0.0006
YDR143C	0.0005	0.0006
YDR342C	0.0005	0.0006
YGR185C	0.0005	0.0006
YGR198W	0.0005	0.0006
YJR010W	0.0005	0.0006
YLR068W	0.0005	0.0006
YMR153C-A	0.0005	0.0006
YPR109W	0.0005	0.0006
YLR325C	0.0005	0.0007
YOL053W	0.0005	0.0007
YPR068C	0.0004	0.0008
YBR092C	0.0005	0.0008
YJL148W	0.0005	0.0008
YKL128C	0.0005	0.0008
YFL027C	0.0005	0.0009
YPR042C	0.0005	0.0009
YMR200W	0.0005	0.0011
YPR155C	0.0005	0.0003
YNL195C	0.0006	0.0003
YBR085W	0.0006	0.0004
YGR254W	0.0006	0.0004
YLL050C	0.0006	0.0004
YFR013W	0.0006	0.0005
YLR258W	0.0006	0.0005
YML061C	0.0006	0.0005
YDR186C	0.0006	0.0006
YGL101W	0.0006	0.0006
YIL078W	0.0006	0.0006
YML046W	0.0006	0.0007
YNL219C	0.0006	0.0007
YMR202W	0.0006	0.001
YGL037C	0.0006	0.0014
YDL029W	0.0006	0.0016
YHR181W	0.0007	0.0004
YDL201W	0.0007	0.0005
YJL054W	0.0007	0.0005
YOR044W	0.0007	0.0005
YDL105W	0.0007	0.0006
YJR145C	0.0007	0.0006
YPL196W	0.0006	0.0007
YBR198C	0.0007	0.0007
YKL094W	0.0007	0.0007
YKR056W	0.0007	0.0007
YMR168C	0.0007	0.0008
YOR109W	0.0007	0.0008
YGL137W	0.0007	0.0009
YMR132C	0.0007	0.001
YER047C	0.0007	0.0011
YJL127C	0.0007	0.0011
YJL162C	0.0007	0.0011
YLR007W	0.0007	0.0011
YFR022W	0.0007	0.0012
YGR048W	0.0007	0.002
YLR087C	0.0007	0.0021
YIL159W	0.0008	0.0003
YDL198C	0.0008	0.0004
YGR165W	0.0008	0.0005
YNR012W	0.0008	0.0006
YDR395W	0.0008	0.0007
YLL056C	0.0008	0.0008
YAL047C	0.0008	0.0009
YOL054W	0.0008	0.0009
YOR242C	0.0008	0.0009
YHR031C	0.0008	0.0012
YOR374W	0.0007	0.0019
YLR148W	0.0009	0.0007
YPR148C	0.0008	0.0008
YGL158W	0.0009	0.0008
YDL192W	0.0009	0.0009
YGR204W	0.0009	0.0009
YML059C	0.0009	0.0009
YMR233W	0.0009	0.0009
YER175W-A	0.0009	0.001
YLR077W	0.0009	0.001
YNL001W	0.0009	0.001
YBL106C	0.0009	0.0011
YCR081W	0.0009	0.0011
YEL071W	0.0009	0.0011
YJR051W	0.0009	0.0012
YDR374W-A	0.0009	0.0013
YDR333C	0.0009	0.0015
YJL029C	0.0009	0.0016
YLR234W	0.001	0.0001
YMR065W	0.001	0.0001
YMR255W	0.001	0.0003
YPL156C	0.0009	0.0008
YLR336C	0.001	0.0008
YDR305C	0.001	0.0009
YBR145W	0.001	0.001
YER052C	0.001	0.001
YJL060W	0.001	0.001
YDL232W	0.001	0.0011
YCR030C	0.001	0.0012
YLR037C	0.001	0.0012
YBR057C	0.001	0.0013
YHR183W	0.0011	0.0003
YNL231C	0.001	0.0004
YDR470C	0.0011	0.0007
YKL067W	0.0011	0.0008
YPR005C	0.0011	0.0008
YER173W	0.0011	0.001
YEL036C	0.0011	0.0011
YIL062C	0.0011	0.0012
YDR456W	0.0011	0.0021
YOR123C	0.0011	0.0022
YLR016C	0.0011	0.0025
YDR498C	0.0012	0.0002
YLR138W	0.0012	0.0006
YOL141W	0.0012	0.0009
YDR037W	0.0012	0.0011
YEL020C	0.0012	0.0012
YPR020W	0.0011	0.0013
YCR006C	0.0012	0.0014
YBR159W	0.0012	0.0015
YNR066C	0.0012	0.0015
YHR124W	0.0012	0.0016
YLR353W	0.0012	0.0018
YDL049C	0.0012	0.002
YDR135C	0.0012	0.0021
YML062C	0.0012	0.0022
YNL102W	0.0012	0.0023
YGL227W	0.0012	0.0025
YJR118C	0.0013	0.0012
YPL162C	0.0012	0.0014
YGR079W	0.0013	0.0014
YHR061C	0.0013	0.0015
YLR342W	0.0013	0.0016
YJL188C	0.0013	0.0017
YOL130W	0.0013	0.0017
YBR020W	0.0013	0.0018
YLR114C	0.0013	0.0019
YIL115C	0.0013	0.002
YLL018C	0.0013	0.002
YMR290C	0.0013	0.0024
YDR236C	0.0013	0.0026
YNR010W	0.0014	0.0003
YMR146C	0.0014	0.0007
YBR109W-A	0.0014	0.0012
YDR077W	0.0014	0.0012
YDL044C	0.0014	0.0014
YJL110C	0.0014	0.0014
YLR310C	0.0014	0.0015
YPL272C	0.0014	0.0016
YOR275C	0.0013	0.0017
YFR002W	0.0014	0.0019
YJL046W	0.0014	0.0019
YJR110W	0.0014	0.0029
YMR260C	0.0014	0.003
YCL047C	0.0015	0.0005
YPL246C	0.0015	0.0005
YHR206W	0.0015	0.0011
YDR384C	0.0015	0.0015
YIL100C-A	0.0015	0.0016
YJR134C	0.0015	0.0017
YBR236C	0.0015	0.0018
YPL052W	0.0015	0.0018
YLR010C	0.0015	0.002
YHR144C	0.0015	0.0021
YKL181W	0.0015	0.0023
YPR147C	0.0014	0.0026
YKR018C	0.0015	0.0034
YKR043C	0.0016	0.0014
YPR107C	0.0015	0.0016
YIL066C	0.0016	0.0016
YDR255C	0.0016	0.0023
YLR051C	0.0016	0.0023
YBR062C	0.0016	0.0024
YLR092W	0.0016	0.0025
YKL091C	0.0016	0.0029
YOL062C	0.0017	0.0008
YDR506C	0.0017	0.0009
YBR048W	0.0017	0.0011
YOR252W	0.0017	0.0012
YER055C	0.0017	0.0015
YOL097C	0.0017	0.0015
YOL001W	0.0017	0.0016
YLR026C	0.0017	0.0018
YHR156C	0.0017	0.002
YGL159W	0.0017	0.0021
YJR097W	0.0017	0.0023
YOR322C	0.0016	0.003
YML091C	0.0017	0.0031
YPL195W	0.0017	0.001
YBR284W	0.0018	0.0011
YJL208C	0.0018	0.0012
YKR071C	0.0018	0.0012
YCL016C	0.0018	0.0018
YDL113C	0.0018	0.0018
YBR297W	0.0018	0.0019
YFL034C-A	0.0018	0.002
YGL157W	0.0018	0.002
YER155C	0.0018	0.0021
YOR296W	0.0018	0.0021
YML058W	0.0018	0.0029
YDL043C	0.0018	0.0036
YFL030W	0.0019	0.0015
